Location Type,Item ID,Original Text,Entity Type,Start Offset,End Offset,Review (TP/FP/FN)
Table_3_Row_7_Col_3_Para_0,0,Lokesh,PERSON,0,6,TP
Table_3_Row_7_Col_3_Para_0,0,Soumavo,ORG,15,22,TP
Table_3_Row_7_Col_4_Para_0,0,Email,PERSON,0,5,TP
Table_3_Row_7_Col_4_Para_0,0,+91 22 4009 4400,PHONE_NUMBER,19,35,TP
Table_3_Row_8_Col_1_Para_0,0,"ICICI 
Securities Limited",ORG,0,25,TP
Table_3_Row_8_Col_2_Para_0,0,Kishan,LOCATION,0,6,TP
Table_3_Row_8_Col_2_Para_0,0,Diwan,PERSON,27,32,TP
Table_3_Row_8_Col_3_Para_0,0,Kishan,LOCATION,0,6,TP
Table_3_Row_8_Col_3_Para_0,0,Diwan,PERSON,27,32,TP
Table_3_Row_8_Col_4_Para_0,0,Email,PERSON,0,5,TP
Table_3_Row_8_Col_4_Para_0,0,+91 22 6807 7100,PHONE_NUMBER,19,35,TP
Table_3_Row_10_Col_0_Para_0,0,REGISTRAR,ORG,12,21,TP
Table_4_Row_0_Col_0_Para_0,0,MUFG Intime India Private Limited,ORG,0,33,TP
Table_4_Row_0_Col_1_Para_0,0,"Shanti 
Gopalkrishnan",PERSON,0,21,TP
Table_4_Row_0_Col_2_Para_0,0,"Shanti 
Gopalkrishnan",PERSON,0,21,TP
Table_4_Row_0_Col_3_Para_0,0,+91 81081 14949,PHONE_NUMBER,11,26,TP
Table_4_Row_0_Col_4_Para_0,0,+91 81081 14949,PHONE_NUMBER,11,26,TP
Table_4_Row_0_Col_5_Para_0,0,+91 81081 14949,PHONE_NUMBER,11,26,TP
Table_4_Row_0_Col_6_Para_0,0,+91 81081 14949,PHONE_NUMBER,11,26,TP
Table_4_Row_2_Col_1_Para_0,0,Monday,DATE_TIME,0,6,TP
Table_4_Row_2_Col_1_Para_0,0,"December 15, 
2025",DATE,9,27,TP
Table_4_Row_2_Col_2_Para_0,0,"BID/ 
OFFE R OPENS",ORG,0,18,TP
Table_4_Row_2_Col_3_Para_0,0,"BID/ 
OFFE R OPENS",ORG,0,18,TP
Table_4_Row_2_Col_4_Para_0,0,Tuesd ay,PERSON,0,8,TP
Table_4_Row_2_Col_4_Para_0,0,2025,DATE_TIME,27,31,TP
Table_4_Row_2_Col_5_Para_0,0,CLOSES ON(2,ORG,10,21,TP
Table_4_Row_2_Col_6_Para_0,0,Thursday,DATE_TIME,0,8,TP
Table_4_Row_2_Col_6_Para_0,0,"December 18, 2025",DATE,11,28,TP
Table_5_Row_0_Col_0_Para_1,1,KSH INTERNATIONAL LIMITED,ORG,0,25,TP
Table_5_Row_0_Col_1_Para_0,0,"December 10, 2025",DATE,31,48,TP
Table_5_Row_0_Col_1_Para_0,0,2013,DATE_TIME,94,98,TP
Table_6_Row_0_Col_0_Para_0,0,PUSHPA KUSHAL HEGDE,PERSON,38,57,TP
Table_6_Row_0_Col_0_Para_0,0,RAJESH KUSHAL HEGDE,PERSON,59,78,TP
Table_6_Row_0_Col_0_Para_0,0,ROHIT KUSHAL HEGDE,PERSON,80,98,TP
Table_6_Row_0_Col_0_Para_0,0,DHAULAGIRI FAMILY TRUST,ORG,121,144,TP
Table_6_Row_0_Col_0_Para_0,0,EVEREST FAMILY TRUST,ORG,146,166,TP
Table_6_Row_0_Col_0_Para_0,0,MAKALU FAMILY TRUST,ORG,168,187,TP
Table_6_Row_0_Col_0_Para_0,0,BROAD FAMILY TRUST,ORG,189,207,TP
Table_6_Row_0_Col_0_Para_0,0,ANNAPURNA FAMILY TRUST,ORG,209,231,TP
Table_6_Row_0_Col_0_Para_0,0,KANCHENJUNGA FAMILY TRUST,ORG,233,258,TP
Table_6_Row_0_Col_0_Para_0,0,WATERLOO INDUSTRIAL PARK VI PRIVATE LIMITED,ORG,263,306,TP
Table_6_Row_0_Col_1_Para_0,0,PUSHPA KUSHAL HEGDE,PERSON,38,57,TP
Table_6_Row_0_Col_1_Para_0,0,RAJESH KUSHAL HEGDE,PERSON,59,78,TP
Table_6_Row_0_Col_1_Para_0,0,ROHIT KUSHAL HEGDE,PERSON,80,98,TP
Table_6_Row_0_Col_1_Para_0,0,DHAULAGIRI FAMILY TRUST,ORG,121,144,TP
Table_6_Row_0_Col_1_Para_0,0,EVEREST FAMILY TRUST,ORG,146,166,TP
Table_6_Row_0_Col_1_Para_0,0,MAKALU FAMILY TRUST,ORG,168,187,TP
Table_6_Row_0_Col_1_Para_0,0,BROAD FAMILY TRUST,ORG,189,207,TP
Table_6_Row_0_Col_1_Para_0,0,ANNAPURNA FAMILY TRUST,ORG,209,231,TP
Table_6_Row_0_Col_1_Para_0,0,KANCHENJUNGA FAMILY TRUST,ORG,233,258,TP
Table_6_Row_0_Col_1_Para_0,0,WATERLOO INDUSTRIAL PARK VI PRIVATE LIMITED,ORG,263,306,TP
Table_6_Row_0_Col_2_Para_0,0,PUSHPA KUSHAL HEGDE,PERSON,38,57,TP
Table_6_Row_0_Col_2_Para_0,0,RAJESH KUSHAL HEGDE,PERSON,59,78,TP
Table_6_Row_0_Col_2_Para_0,0,ROHIT KUSHAL HEGDE,PERSON,80,98,TP
Table_6_Row_0_Col_2_Para_0,0,DHAULAGIRI FAMILY TRUST,ORG,121,144,TP
Table_6_Row_0_Col_2_Para_0,0,EVEREST FAMILY TRUST,ORG,146,166,TP
Table_6_Row_0_Col_2_Para_0,0,MAKALU FAMILY TRUST,ORG,168,187,TP
Table_6_Row_0_Col_2_Para_0,0,BROAD FAMILY TRUST,ORG,189,207,TP
Table_6_Row_0_Col_2_Para_0,0,ANNAPURNA FAMILY TRUST,ORG,209,231,TP
Table_6_Row_0_Col_2_Para_0,0,KANCHENJUNGA FAMILY TRUST,ORG,233,258,TP
Table_6_Row_0_Col_2_Para_0,0,WATERLOO INDUSTRIAL PARK VI PRIVATE LIMITED,ORG,263,306,TP
Table_6_Row_1_Col_0_Para_0,0,KSH INTERNATIONAL LIMITED,ORG,97,122,TP
Table_6_Row_1_Col_0_Para_1,1,₹,ORG,3,4,TP
Table_6_Row_1_Col_0_Para_1,1,₹,ORG,55,56,TP
Table_6_Row_1_Col_0_Para_3,3,₹,ORG,9,10,TP
Table_6_Row_1_Col_0_Para_5,5,RAJESH KUSHAL HEGDE,PERSON,28,47,TP
Table_6_Row_1_Col_0_Para_5,5,ROHIT KUSHAL HEGDE,PERSON,138,156,TP
Table_6_Row_1_Col_0_Para_6,6,₹475.00 MILLION,ORG,0,15,TP
Table_6_Row_1_Col_0_Para_7,7,NATIONAL DAILY NEWSPAPER,ORG,324,348,TP
Table_6_Row_1_Col_0_Para_7,7,PUNE EDITION,ORG,433,445,TP
Table_6_Row_1_Col_0_Para_7,7,MARATHI,ORG,504,511,TP
Table_6_Row_1_Col_0_Para_7,7,2018,DATE_TIME,871,875,TP
Table_6_Row_1_Col_1_Para_0,0,KSH INTERNATIONAL LIMITED,ORG,97,122,TP
Table_6_Row_1_Col_1_Para_1,1,₹,ORG,3,4,TP
Table_6_Row_1_Col_1_Para_1,1,₹,ORG,55,56,TP
Table_6_Row_1_Col_1_Para_3,3,₹,ORG,9,10,TP
Table_6_Row_1_Col_1_Para_5,5,RAJESH KUSHAL HEGDE,PERSON,28,47,TP
Table_6_Row_1_Col_1_Para_5,5,ROHIT KUSHAL HEGDE,PERSON,138,156,TP
Table_6_Row_1_Col_1_Para_6,6,₹475.00 MILLION,ORG,0,15,TP
Table_6_Row_1_Col_1_Para_7,7,NATIONAL DAILY NEWSPAPER,ORG,324,348,TP
Table_6_Row_1_Col_1_Para_7,7,PUNE EDITION,ORG,433,445,TP
Table_6_Row_1_Col_1_Para_7,7,MARATHI,ORG,504,511,TP
Table_6_Row_1_Col_1_Para_7,7,2018,DATE_TIME,871,875,TP
Table_6_Row_1_Col_2_Para_0,0,KSH INTERNATIONAL LIMITED,ORG,97,122,TP
Table_6_Row_1_Col_2_Para_1,1,₹,ORG,3,4,TP
Table_6_Row_1_Col_2_Para_1,1,₹,ORG,55,56,TP
Table_6_Row_1_Col_2_Para_3,3,₹,ORG,9,10,TP
Table_6_Row_1_Col_2_Para_5,5,RAJESH KUSHAL HEGDE,PERSON,28,47,TP
Table_6_Row_1_Col_2_Para_5,5,ROHIT KUSHAL HEGDE,PERSON,138,156,TP
Table_6_Row_1_Col_2_Para_6,6,₹475.00 MILLION,ORG,0,15,TP
Table_6_Row_1_Col_2_Para_7,7,NATIONAL DAILY NEWSPAPER,ORG,324,348,TP
Table_6_Row_1_Col_2_Para_7,7,PUNE EDITION,ORG,433,445,TP
Table_6_Row_1_Col_2_Para_7,7,MARATHI,ORG,504,511,TP
Table_6_Row_1_Col_2_Para_7,7,2018,DATE_TIME,871,875,TP
Table_6_Row_2_Col_0_Para_0,0,the Price Band,ORG,27,41,TP
Table_6_Row_2_Col_0_Para_0,0,the Price Band,ORG,146,160,TP
Table_6_Row_2_Col_0_Para_0,0,10 Working Days,DATE_TIME,208,223,TP
Table_6_Row_2_Col_0_Para_0,0,the Book Running Lead Managers,ORG,342,372,TP
Table_6_Row_2_Col_0_Para_0,0,Working Day,ORG,463,474,TP
Table_6_Row_2_Col_0_Para_0,0,10 Working Days,DATE_TIME,522,537,TP
Table_6_Row_2_Col_0_Para_0,0,the Price Band,ORG,555,569,TP
Table_6_Row_2_Col_0_Para_0,0,the Stock Exchanges,ORG,667,686,TP
Table_6_Row_2_Col_0_Para_0,0,the Book Running Lead Managers,ORG,780,810,TP
Table_6_Row_2_Col_0_Para_0,0,Syndicate,ORG,854,863,TP
Table_6_Row_2_Col_0_Para_0,0,Designated Intermediaries,ORG,885,910,TP
Table_6_Row_2_Col_1_Para_0,0,the Price Band,ORG,27,41,TP
Table_6_Row_2_Col_1_Para_0,0,the Price Band,ORG,146,160,TP
Table_6_Row_2_Col_1_Para_0,0,10 Working Days,DATE_TIME,208,223,TP
Table_6_Row_2_Col_1_Para_0,0,the Book Running Lead Managers,ORG,342,372,TP
Table_6_Row_2_Col_1_Para_0,0,Working Day,ORG,463,474,TP
Table_6_Row_2_Col_1_Para_0,0,10 Working Days,DATE_TIME,522,537,TP
Table_6_Row_2_Col_1_Para_0,0,the Price Band,ORG,555,569,TP
Table_6_Row_2_Col_1_Para_0,0,the Stock Exchanges,ORG,667,686,TP
Table_6_Row_2_Col_1_Para_0,0,the Book Running Lead Managers,ORG,780,810,TP
Table_6_Row_2_Col_1_Para_0,0,Syndicate,ORG,854,863,TP
Table_6_Row_2_Col_1_Para_0,0,Designated Intermediaries,ORG,885,910,TP
Table_6_Row_2_Col_2_Para_0,0,the Price Band,ORG,27,41,TP
Table_6_Row_2_Col_2_Para_0,0,the Price Band,ORG,146,160,TP
Table_6_Row_2_Col_2_Para_0,0,10 Working Days,DATE_TIME,208,223,TP
Table_6_Row_2_Col_2_Para_0,0,the Book Running Lead Managers,ORG,342,372,TP
Table_6_Row_2_Col_2_Para_0,0,Working Day,ORG,463,474,TP
Table_6_Row_2_Col_2_Para_0,0,10 Working Days,DATE_TIME,522,537,TP
Table_6_Row_2_Col_2_Para_0,0,the Price Band,ORG,555,569,TP
Table_6_Row_2_Col_2_Para_0,0,the Stock Exchanges,ORG,667,686,TP
Table_6_Row_2_Col_2_Para_0,0,the Book Running Lead Managers,ORG,780,810,TP
Table_6_Row_2_Col_2_Para_0,0,Syndicate,ORG,854,863,TP
Table_6_Row_2_Col_2_Para_0,0,Designated Intermediaries,ORG,885,910,TP
Table_6_Row_3_Col_0_Para_0,0,the Securities Contracts (Regulation) Rules,ORG,53,96,TP
Table_6_Row_3_Col_0_Para_0,0,1957,DATE_TIME,98,102,TP
Table_6_Row_3_Col_0_Para_0,0,the Book Building Process,ORG,215,240,TP
Table_6_Row_3_Col_0_Para_0,0,Qualified Institutional Buyers,ORG,406,436,TP
Table_6_Row_3_Col_0_Para_0,0,the SEBI ICDR Regulations,ORG,633,658,TP
Table_6_Row_3_Col_0_Para_0,0,Life Insurance Companies and Pension Funds,ORG,902,944,TP
Table_6_Row_3_Col_0_Para_0,0,Life Insurance Companies and Pension Funds,ORG,1011,1053,TP
Table_6_Row_3_Col_0_Para_0,0,the Life Insurance Companies and Pension Funds,ORG,1146,1192,TP
Table_6_Row_3_Col_0_Para_0,0,the SEBI ICDR Regulations,ORG,1288,1313,TP
Table_6_Row_3_Col_0_Para_0,0,the Offer Price,ORG,1691,1706,TP
Table_6_Row_3_Col_0_Para_0,0,the Offer Price,ORG,1894,1909,TP
Table_6_Row_3_Col_0_Para_0,0,Non-Institutional Investors,ORG,1988,2015,TP
Table_6_Row_3_Col_0_Para_1,1,the Non-Institutional Portion,ORG,13,42,TP
Table_6_Row_3_Col_0_Para_1,1,the Non-Institutional Portion,ORG,182,211,TP
Table_6_Row_3_Col_0_Para_2,2,the Non-Institutional Portion,ORG,137,166,TP
Table_6_Row_3_Col_0_Para_2,2,the Non-Institutional Portion,ORG,224,253,TP
Table_6_Row_3_Col_0_Para_2,2,the SEBI ICDR Regulations,ORG,273,298,TP
Table_6_Row_3_Col_0_Para_2,2,the Offer Price,ORG,349,364,TP
Table_6_Row_3_Col_0_Para_2,2,Retail Individual Investors,ORG,443,470,TP
Table_6_Row_3_Col_0_Para_2,2,the SEBI ICDR Regulations,ORG,510,535,TP
Table_6_Row_3_Col_0_Para_2,2,the Offer Price,ORG,596,611,TP
Table_6_Row_3_Col_0_Para_2,2,Anchor Investors,ORG,633,649,TP
Table_6_Row_3_Col_0_Para_2,2,the Application Supported by Blocked Amount,ORG,708,751,TP
Table_6_Row_3_Col_0_Para_2,2,ASBA,ORG,754,758,TP
Table_6_Row_3_Col_0_Para_2,2,UPI ID,ORG,840,846,TP
Table_6_Row_3_Col_0_Para_2,2,UPI,ORG,880,883,TP
Table_6_Row_3_Col_0_Para_2,2,the Self Certified Syndicate Banks,ORG,957,991,TP
Table_6_Row_3_Col_0_Para_2,2,the UPI Mechanism,ORG,1017,1034,TP
Table_6_Row_3_Col_0_Para_2,2,ASBA,ORG,1149,1153,TP
Table_6_Row_3_Col_1_Para_0,0,the Securities Contracts (Regulation) Rules,ORG,53,96,TP
Table_6_Row_3_Col_1_Para_0,0,1957,DATE_TIME,98,102,TP
Table_6_Row_3_Col_1_Para_0,0,the Book Building Process,ORG,215,240,TP
Table_6_Row_3_Col_1_Para_0,0,Qualified Institutional Buyers,ORG,406,436,TP
Table_6_Row_3_Col_1_Para_0,0,the SEBI ICDR Regulations,ORG,633,658,TP
Table_6_Row_3_Col_1_Para_0,0,Life Insurance Companies and Pension Funds,ORG,902,944,TP
Table_6_Row_3_Col_1_Para_0,0,Life Insurance Companies and Pension Funds,ORG,1011,1053,TP
Table_6_Row_3_Col_1_Para_0,0,the Life Insurance Companies and Pension Funds,ORG,1146,1192,TP
Table_6_Row_3_Col_1_Para_0,0,the SEBI ICDR Regulations,ORG,1288,1313,TP
Table_6_Row_3_Col_1_Para_0,0,the Offer Price,ORG,1691,1706,TP
Table_6_Row_3_Col_1_Para_0,0,the Offer Price,ORG,1894,1909,TP
Table_6_Row_3_Col_1_Para_0,0,Non-Institutional Investors,ORG,1988,2015,TP
Table_6_Row_3_Col_1_Para_1,1,the Non-Institutional Portion,ORG,13,42,TP
Table_6_Row_3_Col_1_Para_1,1,the Non-Institutional Portion,ORG,182,211,TP
Table_6_Row_3_Col_1_Para_2,2,the Non-Institutional Portion,ORG,137,166,TP
Table_6_Row_3_Col_1_Para_2,2,the Non-Institutional Portion,ORG,224,253,TP
Table_6_Row_3_Col_1_Para_2,2,the SEBI ICDR Regulations,ORG,273,298,TP
Table_6_Row_3_Col_1_Para_2,2,the Offer Price,ORG,349,364,TP
Table_6_Row_3_Col_1_Para_2,2,Retail Individual Investors,ORG,443,470,TP
Table_6_Row_3_Col_1_Para_2,2,the SEBI ICDR Regulations,ORG,510,535,TP
Table_6_Row_3_Col_1_Para_2,2,the Offer Price,ORG,596,611,TP
Table_6_Row_3_Col_1_Para_2,2,Anchor Investors,ORG,633,649,TP
Table_6_Row_3_Col_1_Para_2,2,the Application Supported by Blocked Amount,ORG,708,751,TP
Table_6_Row_3_Col_1_Para_2,2,ASBA,ORG,754,758,TP
Table_6_Row_3_Col_1_Para_2,2,UPI ID,ORG,840,846,TP
Table_6_Row_3_Col_1_Para_2,2,UPI,ORG,880,883,TP
Table_6_Row_3_Col_1_Para_2,2,the Self Certified Syndicate Banks,ORG,957,991,TP
Table_6_Row_3_Col_1_Para_2,2,the UPI Mechanism,ORG,1017,1034,TP
Table_6_Row_3_Col_1_Para_2,2,ASBA,ORG,1149,1153,TP
Table_6_Row_3_Col_2_Para_0,0,the Securities Contracts (Regulation) Rules,ORG,53,96,TP
Table_6_Row_3_Col_2_Para_0,0,1957,DATE_TIME,98,102,TP
Table_6_Row_3_Col_2_Para_0,0,the Book Building Process,ORG,215,240,TP
Table_6_Row_3_Col_2_Para_0,0,Qualified Institutional Buyers,ORG,406,436,TP
Table_6_Row_3_Col_2_Para_0,0,the SEBI ICDR Regulations,ORG,633,658,TP
Table_6_Row_3_Col_2_Para_0,0,Life Insurance Companies and Pension Funds,ORG,902,944,TP
Table_6_Row_3_Col_2_Para_0,0,Life Insurance Companies and Pension Funds,ORG,1011,1053,TP
Table_6_Row_3_Col_2_Para_0,0,the Life Insurance Companies and Pension Funds,ORG,1146,1192,TP
Table_6_Row_3_Col_2_Para_0,0,the SEBI ICDR Regulations,ORG,1288,1313,TP
Table_6_Row_3_Col_2_Para_0,0,the Offer Price,ORG,1691,1706,TP
Table_6_Row_3_Col_2_Para_0,0,the Offer Price,ORG,1894,1909,TP
Table_6_Row_3_Col_2_Para_0,0,Non-Institutional Investors,ORG,1988,2015,TP
Table_6_Row_3_Col_2_Para_1,1,the Non-Institutional Portion,ORG,13,42,TP
Table_6_Row_3_Col_2_Para_1,1,the Non-Institutional Portion,ORG,182,211,TP
Table_6_Row_3_Col_2_Para_2,2,the Non-Institutional Portion,ORG,137,166,TP
Table_6_Row_3_Col_2_Para_2,2,the Non-Institutional Portion,ORG,224,253,TP
Table_6_Row_3_Col_2_Para_2,2,the SEBI ICDR Regulations,ORG,273,298,TP
Table_6_Row_3_Col_2_Para_2,2,the Offer Price,ORG,349,364,TP
Table_6_Row_3_Col_2_Para_2,2,Retail Individual Investors,ORG,443,470,TP
Table_6_Row_3_Col_2_Para_2,2,the SEBI ICDR Regulations,ORG,510,535,TP
Table_6_Row_3_Col_2_Para_2,2,the Offer Price,ORG,596,611,TP
Table_6_Row_3_Col_2_Para_2,2,Anchor Investors,ORG,633,649,TP
Table_6_Row_3_Col_2_Para_2,2,the Application Supported by Blocked Amount,ORG,708,751,TP
Table_6_Row_3_Col_2_Para_2,2,ASBA,ORG,754,758,TP
Table_6_Row_3_Col_2_Para_2,2,UPI ID,ORG,840,846,TP
Table_6_Row_3_Col_2_Para_2,2,UPI,ORG,880,883,TP
Table_6_Row_3_Col_2_Para_2,2,the Self Certified Syndicate Banks,ORG,957,991,TP
Table_6_Row_3_Col_2_Para_2,2,the UPI Mechanism,ORG,1017,1034,TP
Table_6_Row_3_Col_2_Para_2,2,ASBA,ORG,1149,1153,TP
Table_6_Row_5_Col_0_Para_0,0,The Offer Price,ORG,170,185,TP
Table_6_Row_5_Col_0_Para_0,0,Cap Price,PERSON,202,211,TP
Table_6_Row_5_Col_0_Para_0,0,the Book Running Lead Managers,ORG,264,294,TP
Table_6_Row_5_Col_0_Para_0,0,the SEBI ICDR Regulations,ORG,315,340,TP
Table_6_Row_5_Col_0_Para_0,0,the Book Building Process,LOCATION,427,452,TP
Table_6_Row_5_Col_1_Para_0,0,The Offer Price,ORG,170,185,TP
Table_6_Row_5_Col_1_Para_0,0,Cap Price,PERSON,202,211,TP
Table_6_Row_5_Col_1_Para_0,0,the Book Running Lead Managers,ORG,264,294,TP
Table_6_Row_5_Col_1_Para_0,0,the SEBI ICDR Regulations,ORG,315,340,TP
Table_6_Row_5_Col_1_Para_0,0,the Book Building Process,LOCATION,427,452,TP
Table_6_Row_5_Col_2_Para_0,0,The Offer Price,ORG,170,185,TP
Table_6_Row_5_Col_2_Para_0,0,Cap Price,PERSON,202,211,TP
Table_6_Row_5_Col_2_Para_0,0,the Book Running Lead Managers,ORG,264,294,TP
Table_6_Row_5_Col_2_Para_0,0,the SEBI ICDR Regulations,ORG,315,340,TP
Table_6_Row_5_Col_2_Para_0,0,the Book Building Process,LOCATION,427,452,TP
Table_6_Row_7_Col_0_Para_0,0,Offer,ORG,412,417,TP
Table_6_Row_7_Col_0_Para_0,0,Offer,ORG,474,479,TP
Table_6_Row_7_Col_0_Para_0,0,SEBI,ORG,521,525,TP
Table_6_Row_7_Col_0_Para_0,0,SEBI,ORG,536,540,TP
Table_6_Row_7_Col_1_Para_0,0,Offer,ORG,412,417,TP
Table_6_Row_7_Col_1_Para_0,0,Offer,ORG,474,479,TP
Table_6_Row_7_Col_1_Para_0,0,SEBI,ORG,521,525,TP
Table_6_Row_7_Col_1_Para_0,0,SEBI,ORG,536,540,TP
Table_6_Row_7_Col_2_Para_0,0,Offer,ORG,412,417,TP
Table_6_Row_7_Col_2_Para_0,0,Offer,ORG,474,479,TP
Table_6_Row_7_Col_2_Para_0,0,SEBI,ORG,521,525,TP
Table_6_Row_7_Col_2_Para_0,0,SEBI,ORG,536,540,TP
Table_6_Row_8_Col_0_Para_0,0,ISSUER,ORG,0,6,TP
Table_6_Row_8_Col_1_Para_0,0,ISSUER,ORG,0,6,TP
Table_6_Row_8_Col_2_Para_0,0,ISSUER,ORG,0,6,TP
Table_6_Row_9_Col_0_Para_0,0,Offer,ORG,184,189,TP
Table_6_Row_9_Col_0_Para_0,0,Offer,ORG,231,236,TP
Table_6_Row_9_Col_0_Para_0,0,the Promoter Selling Shareholders,ORG,685,718,TP
Table_6_Row_9_Col_0_Para_0,0,the Offer for Sale,ORG,987,1005,TP
Table_6_Row_9_Col_0_Para_0,0,the Promoter Selling Shareholders,ORG,1156,1189,TP
Table_6_Row_9_Col_1_Para_0,0,Offer,ORG,184,189,TP
Table_6_Row_9_Col_1_Para_0,0,Offer,ORG,231,236,TP
Table_6_Row_9_Col_1_Para_0,0,the Promoter Selling Shareholders,ORG,685,718,TP
Table_6_Row_9_Col_1_Para_0,0,the Offer for Sale,ORG,987,1005,TP
Table_6_Row_9_Col_1_Para_0,0,the Promoter Selling Shareholders,ORG,1156,1189,TP
Table_6_Row_9_Col_2_Para_0,0,Offer,ORG,184,189,TP
Table_6_Row_9_Col_2_Para_0,0,Offer,ORG,231,236,TP
Table_6_Row_9_Col_2_Para_0,0,the Promoter Selling Shareholders,ORG,685,718,TP
Table_6_Row_9_Col_2_Para_0,0,the Offer for Sale,ORG,987,1005,TP
Table_6_Row_9_Col_2_Para_0,0,the Promoter Selling Shareholders,ORG,1156,1189,TP
Table_6_Row_11_Col_0_Para_0,0,BSE,ORG,167,170,TP
Table_6_Row_11_Col_0_Para_0,0,NSE,ORG,175,178,TP
Table_6_Row_11_Col_0_Para_0,0,"August 4, 2025",DATE,249,263,TP
Table_6_Row_11_Col_0_Para_0,0,Offer,ORG,303,308,TP
Table_6_Row_11_Col_0_Para_0,0,the Designated Stock Exchange,ORG,310,339,TP
Table_6_Row_11_Col_0_Para_0,0,BSE,ORG,349,352,TP
Table_6_Row_11_Col_0_Para_0,0,this Red Herring Prospectus,ORG,364,391,TP
Table_6_Row_11_Col_0_Para_0,0,RoC,LOCATION,416,419,TP
Table_6_Row_11_Col_0_Para_0,0,RoC,LOCATION,473,476,TP
Table_6_Row_11_Col_0_Para_0,0,2013,DATE_TIME,540,544,TP
Table_6_Row_11_Col_0_Para_0,0,Documents for Inspection,ORG,731,755,TP
Table_6_Row_11_Col_1_Para_0,0,BSE,ORG,167,170,TP
Table_6_Row_11_Col_1_Para_0,0,NSE,ORG,175,178,TP
Table_6_Row_11_Col_1_Para_0,0,"August 4, 2025",DATE,249,263,TP
Table_6_Row_11_Col_1_Para_0,0,Offer,ORG,303,308,TP
Table_6_Row_11_Col_1_Para_0,0,the Designated Stock Exchange,ORG,310,339,TP
Table_6_Row_11_Col_1_Para_0,0,BSE,ORG,349,352,TP
Table_6_Row_11_Col_1_Para_0,0,this Red Herring Prospectus,ORG,364,391,TP
Table_6_Row_11_Col_1_Para_0,0,RoC,LOCATION,416,419,TP
Table_6_Row_11_Col_1_Para_0,0,RoC,LOCATION,473,476,TP
Table_6_Row_11_Col_1_Para_0,0,2013,DATE_TIME,540,544,TP
Table_6_Row_11_Col_1_Para_0,0,Documents for Inspection,ORG,731,755,TP
Table_6_Row_11_Col_2_Para_0,0,BSE,ORG,167,170,TP
Table_6_Row_11_Col_2_Para_0,0,NSE,ORG,175,178,TP
Table_6_Row_11_Col_2_Para_0,0,"August 4, 2025",DATE,249,263,TP
Table_6_Row_11_Col_2_Para_0,0,Offer,ORG,303,308,TP
Table_6_Row_11_Col_2_Para_0,0,the Designated Stock Exchange,ORG,310,339,TP
Table_6_Row_11_Col_2_Para_0,0,BSE,ORG,349,352,TP
Table_6_Row_11_Col_2_Para_0,0,this Red Herring Prospectus,ORG,364,391,TP
Table_6_Row_11_Col_2_Para_0,0,RoC,LOCATION,416,419,TP
Table_6_Row_11_Col_2_Para_0,0,RoC,LOCATION,473,476,TP
Table_6_Row_11_Col_2_Para_0,0,2013,DATE_TIME,540,544,TP
Table_6_Row_11_Col_2_Para_0,0,Documents for Inspection,ORG,731,755,TP
Table_7_Row_0_Col_0_Para_0,0,Nuvama Wealth Management Limited,ORG,0,32,TP
Table_7_Row_0_Col_0_Para_0,0,Wing A,ORG,45,51,TP
Table_7_Row_0_Col_0_Para_0,0,G Block,ORG,81,88,TP
Table_7_Row_0_Col_0_Para_0,0,Bandra Kurla Complex,ORG,90,110,TP
Table_7_Row_0_Col_0_Para_0,0,Bandra East,LOCATION,112,123,TP
Table_7_Row_0_Col_0_Para_0,0,Mumbai,LOCATION,125,131,TP
Table_7_Row_0_Col_0_Para_0,0,400051,POSTAL_CODE,132,138,TP
Table_7_Row_0_Col_0_Para_0,0,Maharashtra,LOCATION,140,151,TP
Table_7_Row_0_Col_0_Para_0,0,India,LOCATION,153,158,TP
Table_7_Row_0_Col_0_Para_0,0,+91 22 40094400,PHONE_NUMBER,165,180,TP
Table_7_Row_0_Col_0_Para_0,0,000013004,PHONE_NUMBER,305,314,TP
Table_7_Row_0_Col_1_Para_0,0,Nuvama Wealth Management Limited,ORG,0,32,TP
Table_7_Row_0_Col_1_Para_0,0,Wing A,ORG,45,51,TP
Table_7_Row_0_Col_1_Para_0,0,G Block,ORG,81,88,TP
Table_7_Row_0_Col_1_Para_0,0,Bandra Kurla Complex,ORG,90,110,TP
Table_7_Row_0_Col_1_Para_0,0,Bandra East,LOCATION,112,123,TP
Table_7_Row_0_Col_1_Para_0,0,Mumbai,LOCATION,125,131,TP
Table_7_Row_0_Col_1_Para_0,0,400051,POSTAL_CODE,132,138,TP
Table_7_Row_0_Col_1_Para_0,0,Maharashtra,LOCATION,140,151,TP
Table_7_Row_0_Col_1_Para_0,0,India,LOCATION,153,158,TP
Table_7_Row_0_Col_1_Para_0,0,+91 22 40094400,PHONE_NUMBER,165,180,TP
Table_7_Row_0_Col_1_Para_0,0,000013004,PHONE_NUMBER,305,314,TP
Table_7_Row_0_Col_2_Para_0,0,"ICICI Securities Limited 
ICICI Venture House",ORG,0,45,TP
Table_7_Row_0_Col_2_Para_0,0,Appasaheb Marathe Marg,PERSON,47,69,TP
Table_7_Row_0_Col_2_Para_0,0,Prabhadevi,LOCATION,71,81,TP
Table_7_Row_0_Col_2_Para_0,0,400025,POSTAL_CODE,90,96,TP
Table_7_Row_0_Col_2_Para_0,0,Maharashtra,LOCATION,98,109,TP
